"strain1","strain2","pvalue","FDR","gxl"
"BALB/cJ-fluoxetine","BUB/BnJ-fluoxetine",0.00187077538546291,TRUE,FALSE
"SJL/J-control","BUB/BnJ-fluoxetine",0.000164900205288896,TRUE,FALSE
"NOR/LtJ-control","BUB/BnJ-fluoxetine",0.966559752025726,TRUE,FALSE
"SM/J-control","BUB/BnJ-fluoxetine",0.259642818021136,TRUE,FALSE
"AKR/J-control","BUB/BnJ-fluoxetine",0.196506981254824,TRUE,FALSE
"LP/J-control","BUB/BnJ-fluoxetine",0.00198073169927131,TRUE,FALSE
"A/J-fluoxetine","BUB/BnJ-fluoxetine",8.79705251470899e-08,TRUE,FALSE
"NOD/ShiLtJ-control","BUB/BnJ-fluoxetine",0.511329961224407,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","BUB/BnJ-fluoxetine",0.541632618347461,TRUE,FALSE
"C58/J-control","BUB/BnJ-fluoxetine",0.353981792558645,TRUE,FALSE
"FVB/NJ-control","BUB/BnJ-fluoxetine",0.621919127232223,TRUE,FALSE
"NZW/LacJ-control","BUB/BnJ-fluoxetine",0.000645255795065958,TRUE,FALSE
"AKR/J-fluoxetine","BUB/BnJ-fluoxetine",0.104015008742474,TRUE,FALSE
"C57BL/6J-control","BUB/BnJ-fluoxetine",0.000229759586934512,TRUE,FALSE
"129S1/SvImJ-control","BUB/BnJ-fluoxetine",6.25451622887842e-07,TRUE,FALSE
"NZB/BlNJ-control","BUB/BnJ-fluoxetine",0.000212243049208656,TRUE,FALSE
"129S1/SvImJ-fluoxetine","BUB/BnJ-fluoxetine",1.39101702879442e-06,TRUE,FALSE
"BUB/BnJ-control","BUB/BnJ-fluoxetine",0.0431599069654565,TRUE,FALSE
"MA/MyJ-control","BUB/BnJ-fluoxetine",0.91605041667454,TRUE,FALSE
"CE/J-control","BUB/BnJ-fluoxetine",0.0202148141178007,TRUE,FALSE
"RIIIS/J-control","BUB/BnJ-fluoxetine",0.315240016649656,TRUE,FALSE
"LG/J-control","BUB/BnJ-fluoxetine",0.0264051795356916,TRUE,FALSE
"C57BLKS/J-control","BUB/BnJ-fluoxetine",6.20346611340501e-05,TRUE,FALSE
"BTBR T+ tf/J-control","C3H/HeJ-control",0.000261279576444542,TRUE,FALSE
"BALB/cJ-control","C3H/HeJ-control",0.6049209277863,TRUE,FALSE
"A/J-control","C3H/HeJ-control",1.18140195782907e-08,TRUE,FALSE
"129S1/SvImJ-control","C3H/HeJ-control",2.2211419883204e-05,TRUE,FALSE
"AKR/J-control","C3H/HeJ-control",0.000122587138775305,TRUE,FALSE
"BUB/BnJ-control","C3H/HeJ-control",0.00268387549262814,TRUE,FALSE
"MRL/MpJ-control","C3H/HeJ-fluoxetine",0.000113473545075087,TRUE,FALSE
"SWR/J-control","C3H/HeJ-fluoxetine",0.00340993370192477,TRUE,FALSE
"A/J-control","C3H/HeJ-fluoxetine",1.05550073857238e-09,TRUE,FALSE
"P/J-control","C3H/HeJ-fluoxetine",1.48972594558173e-08,TRUE,FALSE
"FVB/NJ-control","C3H/HeJ-fluoxetine",1.11248644247178e-07,TRUE,FALSE
"NOD/ShiLtJ-control","C3H/HeJ-fluoxetine",4.08952821698324e-07,TRUE,FALSE
"BTBR T+ tf/J-control","C3H/HeJ-fluoxetine",0.000104123388320898,TRUE,FALSE
"NOR/LtJ-control","C3H/HeJ-fluoxetine",8.43647482825138e-08,TRUE,FALSE
"BALB/cJ-control","C3H/HeJ-fluoxetine",0.663087995328121,TRUE,FALSE
"BUB/BnJ-control","C3H/HeJ-fluoxetine",0.000683209210523041,TRUE,FALSE
"DBA/2J-control","C3H/HeJ-fluoxetine",0.964106032256414,TRUE,FALSE
"A/J-fluoxetine","C3H/HeJ-fluoxetine",1.96036121674547e-08,TRUE,FALSE
"C58/J-control","C3H/HeJ-fluoxetine",0.000279319785274496,TRUE,FALSE
"C3H/HeJ-control","C3H/HeJ-fluoxetine",0.787723798666281,TRUE,FALSE
"CBA/J-control","C3H/HeJ-fluoxetine",0.837541825679274,TRUE,FALSE
"AKR/J-control","C3H/HeJ-fluoxetine",3.91692307865224e-05,TRUE,FALSE
"CE/J-control","C3H/HeJ-fluoxetine",0.000645255795065958,TRUE,FALSE
"PL/J-control","C3H/HeJ-fluoxetine",2.94545869513308e-06,TRUE,FALSE
"C57BL/6J-control","C3H/HeJ-fluoxetine",0.618524545005707,TRUE,FALSE
"NZB/BlNJ-control","C3H/HeJ-fluoxetine",0.917297985656767,TRUE,FALSE
"NZW/LacJ-control","C3H/HeJ-fluoxetine",0.990106516158237,TRUE,FALSE
"MA/MyJ-control","C3H/HeJ-fluoxetine",2.57122383620151e-07,TRUE,FALSE
"AKR/J-fluoxetine","C3H/HeJ-fluoxetine",3.48411052846806e-06,TRUE,FALSE
"BALB/cJ-fluoxetine","C3H/HeJ-fluoxetine",0.788841241163062,TRUE,FALSE
"SJL/J-control","C3H/HeJ-fluoxetine",0.258146516912524,TRUE,FALSE
"BUB/BnJ-fluoxetine","C3H/HeJ-fluoxetine",1.88135540655986e-05,TRUE,FALSE
"LG/J-control","C3H/HeJ-fluoxetine",1.22362437299289e-05,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","C3H/HeJ-fluoxetine",0.000188523664454579,TRUE,FALSE
"LP/J-control","C3H/HeJ-fluoxetine",0.72181929634094,TRUE,FALSE
"C57BR/cdJ-control","C3H/HeJ-fluoxetine",2.07789168635295e-08,TRUE,FALSE
"I/LnJ-control","C3H/HeJ-fluoxetine",1.51735104704552e-07,TRUE,FALSE
"RIIIS/J-control","C3H/HeJ-fluoxetine",1.55563802020602e-08,TRUE,FALSE
"129S1/SvImJ-control","C3H/HeJ-fluoxetine",1.3432661398849e-05,TRUE,FALSE
"C57BLKS/J-control","C3H/HeJ-fluoxetine",0.00268204197469685,TRUE,FALSE
"SM/J-control","C3H/HeJ-fluoxetine",3.72132982630168e-09,TRUE,FALSE
"129S1/SvImJ-fluoxetine","C3H/HeJ-fluoxetine",3.37836859100862e-07,TRUE,FALSE
"BALB/cJ-control","C57BL/6J-control",0.587017904106663,TRUE,FALSE
"AKR/J-control","C57BL/6J-control",0.00067092009982394,TRUE,FALSE
"BTBR T+ tf/J-control","C57BL/6J-control",0.00130128943463804,TRUE,FALSE
"A/J-control","C57BL/6J-control",8.43280834070186e-08,TRUE,FALSE
"BUB/BnJ-control","C57BL/6J-control",0.00937306825770803,TRUE,FALSE
"C3H/HeJ-control","C57BL/6J-control",0.834521893294642,TRUE,FALSE
"129S1/SvImJ-control","C57BL/6J-control",7.71428997780275e-05,TRUE,FALSE
"NOD/ShiLtJ-control","C57BL/6J-fluoxetine",0.000122624934971956,TRUE,FALSE
"LG/J-control","C57BL/6J-fluoxetine",0.00559308594709497,TRUE,FALSE
"MA/MyJ-control","C57BL/6J-fluoxetine",0.000154894243892885,TRUE,FALSE
"LP/J-control","C57BL/6J-fluoxetine",0.53677646472806,TRUE,FALSE
"BALB/cJ-control","C57BL/6J-fluoxetine",0.54895803939515,TRUE,FALSE
"BUB/BnJ-control","C57BL/6J-fluoxetine",0.0434370169245558,TRUE,FALSE
"C3H/HeJ-control","C57BL/6J-fluoxetine",0.600319437630021,TRUE,FALSE
"FVB/NJ-control","C57BL/6J-fluoxetine",0.000126863128941865,TRUE,FALSE
"CBA/J-control","C57BL/6J-fluoxetine",0.515221841042428,TRUE,FALSE
"DBA/2J-control","C57BL/6J-fluoxetine",0.594835849948259,TRUE,FALSE
"SM/J-control","C57BL/6J-fluoxetine",6.06277274543664e-05,TRUE,FALSE
"BTBR T+ tf/J-control","C57BL/6J-fluoxetine",0.00816530744892327,TRUE,FALSE
"C57BR/cdJ-control","C57BL/6J-fluoxetine",3.21275295518804e-05,TRUE,FALSE
"CE/J-control","C57BL/6J-fluoxetine",0.050321090131577,TRUE,FALSE
"SJL/J-control","C57BL/6J-fluoxetine",0.192268352371651,TRUE,FALSE
"NZB/BlNJ-control","C57BL/6J-fluoxetine",0.452358323386377,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","C57BL/6J-fluoxetine",0.00767130323695744,TRUE,FALSE
"SWR/J-control","C57BL/6J-fluoxetine",0.153606112356258,TRUE,FALSE
"C57BL/6J-control","C57BL/6J-fluoxetine",0.761460095450124,TRUE,FALSE
"AKR/J-fluoxetine","C57BL/6J-fluoxetine",0.00215583210674019,TRUE,FALSE
"AKR/J-control","C57BL/6J-fluoxetine",0.00509740432985882,TRUE,FALSE
"A/J-control","C57BL/6J-fluoxetine",1.21433930297164e-06,TRUE,FALSE
"BALB/cJ-fluoxetine","C57BL/6J-fluoxetine",0.606154552709244,TRUE,FALSE
"I/LnJ-control","C57BL/6J-fluoxetine",0.000167982764285607,TRUE,FALSE
"NZW/LacJ-control","C57BL/6J-fluoxetine",0.495444213433947,TRUE,FALSE
"P/J-control","C57BL/6J-fluoxetine",0.000247981270605966,TRUE,FALSE
"MRL/MpJ-control","C57BL/6J-fluoxetine",0.0397785654334315,TRUE,FALSE
"RIIIS/J-control","C57BL/6J-fluoxetine",7.41329966581945e-05,TRUE,FALSE
"C57BLKS/J-control","C57BL/6J-fluoxetine",0.0123257563887838,TRUE,FALSE
"129S1/SvImJ-control","C57BL/6J-fluoxetine",0.000288961912824107,TRUE,FALSE
"C58/J-control","C57BL/6J-fluoxetine",0.0118670044836715,TRUE,FALSE
"NOR/LtJ-control","C57BL/6J-fluoxetine",8.56788519314267e-05,TRUE,FALSE
"BUB/BnJ-fluoxetine","C57BL/6J-fluoxetine",0.00181746060806668,TRUE,FALSE
"129S1/SvImJ-fluoxetine","C57BL/6J-fluoxetine",4.18517186342343e-05,TRUE,FALSE
"C3H/HeJ-fluoxetine","C57BL/6J-fluoxetine",0.406335563967359,TRUE,FALSE
"A/J-fluoxetine","C57BL/6J-fluoxetine",4.18982804103302e-06,TRUE,FALSE
"PL/J-control","C57BL/6J-fluoxetine",0.001687183497685,TRUE,FALSE
"BALB/cJ-control","C57BLKS/J-control",0.541632618347461,TRUE,FALSE
"BTBR T+ tf/J-control","C57BLKS/J-control",0.000105504144278911,TRUE,FALSE
"129S1/SvImJ-control","C57BLKS/J-control",0.0419606969929405,TRUE,FALSE
"AKR/J-control","C57BLKS/J-control",4.54943719102421e-05,TRUE,FALSE
"C57BL/6J-control","C57BLKS/J-control",0.00775860967316829,TRUE,FALSE
"A/J-control","C57BLKS/J-control",0.000108915045534664,TRUE,FALSE
"BUB/BnJ-control","C57BLKS/J-control",0.000224092334450297,TRUE,FALSE
"C3H/HeJ-control","C57BLKS/J-control",0.00552383235773108,TRUE,FALSE
"MRL/MpJ-control","C57BLKS/J-fluoxetine",0.0566041557269401,TRUE,FALSE
"NOD/ShiLtJ-control","C57BLKS/J-fluoxetine",5.98182622564003e-05,TRUE,FALSE
"MA/MyJ-control","C57BLKS/J-fluoxetine",0.000288961912824107,TRUE,FALSE
"CBA/J-control","C57BLKS/J-fluoxetine",0.853491095407624,TRUE,FALSE
"CE/J-control","C57BLKS/J-fluoxetine",0.0587217688757058,TRUE,FALSE
"NZW/LacJ-control","C57BLKS/J-fluoxetine",0.790669046041877,TRUE,FALSE
"AKR/J-control","C57BLKS/J-fluoxetine",0.00654222495724444,TRUE,FALSE
"DBA/2J-control","C57BLKS/J-fluoxetine",0.719779446060362,TRUE,FALSE
"SJL/J-control","C57BLKS/J-fluoxetine",0.828973299228921,TRUE,FALSE
"AKR/J-fluoxetine","C57BLKS/J-fluoxetine",0.00678596582401282,TRUE,FALSE
"NZB/BlNJ-control","C57BLKS/J-fluoxetine",0.798355909118695,TRUE,FALSE
"LG/J-control","C57BLKS/J-fluoxetine",0.0115112269288292,TRUE,FALSE
"A/J-control","C57BLKS/J-fluoxetine",0.00268037820734315,TRUE,FALSE
"C57BR/cdJ-control","C57BLKS/J-fluoxetine",5.84777108928601e-05,TRUE,FALSE
"RIIIS/J-control","C57BLKS/J-fluoxetine",0.000849548750903128,TRUE,FALSE
"SWR/J-control","C57BLKS/J-fluoxetine",0.104958088799339,TRUE,FALSE
"FVB/NJ-control","C57BLKS/J-fluoxetine",0.000452243253028045,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","C57BLKS/J-fluoxetine",0.0029298030564911,TRUE,FALSE
"C57BL/6J-control","C57BLKS/J-fluoxetine",0.6128993824447,TRUE,FALSE
"C57BL/6J-fluoxetine","C57BLKS/J-fluoxetine",0.549665625973371,TRUE,FALSE
"C3H/HeJ-control","C57BLKS/J-fluoxetine",0.649568141841403,TRUE,FALSE
"SM/J-control","C57BLKS/J-fluoxetine",0.00170340863990497,TRUE,FALSE
"PL/J-control","C57BLKS/J-fluoxetine",0.00337043314658603,TRUE,FALSE
"C57BLKS/J-control","C57BLKS/J-fluoxetine",0.373118813693718,TRUE,FALSE
"BALB/cJ-control","C57BLKS/J-fluoxetine",0.927234547966976,TRUE,FALSE
"BTBR T+ tf/J-control","C57BLKS/J-fluoxetine",0.00801032727796194,TRUE,FALSE
"P/J-control","C57BLKS/J-fluoxetine",0.00473090988262414,TRUE,FALSE
"BUB/BnJ-control","C57BLKS/J-fluoxetine",0.0531268851319998,TRUE,FALSE
"LP/J-control","C57BLKS/J-fluoxetine",0.987566699883224,TRUE,FALSE
"A/J-fluoxetine","C57BLKS/J-fluoxetine",0.00232649460719419,TRUE,FALSE
"C3H/HeJ-fluoxetine","C57BLKS/J-fluoxetine",0.72584571491361,TRUE,FALSE
"BALB/cJ-fluoxetine","C57BLKS/J-fluoxetine",0.969300130643167,TRUE,FALSE
"NOR/LtJ-control","C57BLKS/J-fluoxetine",0.000260105326249725,TRUE,FALSE
"I/LnJ-control","C57BLKS/J-fluoxetine",0.000493695025653671,TRUE,FALSE
"129S1/SvImJ-control","C57BLKS/J-fluoxetine",0.0196708733190341,TRUE,FALSE
"C58/J-control","C57BLKS/J-fluoxetine",0.00783988288818255,TRUE,FALSE
"BUB/BnJ-fluoxetine","C57BLKS/J-fluoxetine",0.00101891116509274,TRUE,FALSE
"129S1/SvImJ-fluoxetine","C57BLKS/J-fluoxetine",0.0107173065470512,TRUE,FALSE
"BTBR T+ tf/J-control","C57BR/cdJ-control",0.34643266140998,TRUE,FALSE
"129S1/SvImJ-control","C57BR/cdJ-control",4.26336722871394e-10,TRUE,FALSE
"C57BLKS/J-control","C57BR/cdJ-control",6.65099247464568e-08,TRUE,FALSE
"A/J-control","C57BR/cdJ-control",5.5155696521956e-11,TRUE,FALSE
"BALB/cJ-control","C57BR/cdJ-control",0.000366969004645591,TRUE,FALSE
"C57BL/6J-control","C57BR/cdJ-control",1.26507833448234e-06,TRUE,FALSE
"BUB/BnJ-control","C57BR/cdJ-control",0.0165907331443387,TRUE,FALSE
"C3H/HeJ-control","C57BR/cdJ-control",8.62244437363308e-08,TRUE,FALSE
"AKR/J-control","C57BR/cdJ-control",0.310401496347385,TRUE,FALSE
"MRL/MpJ-control","C57BR/cdJ-fluoxetine",7.56928534198318e-05,TRUE,FALSE
"C3H/HeJ-control","C57BR/cdJ-fluoxetine",1.74938750819251e-07,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","C57BR/cdJ-fluoxetine",0.108874908742498,TRUE,FALSE
"CBA/J-control","C57BR/cdJ-fluoxetine",5.99201365675294e-07,TRUE,FALSE
"C57BR/cdJ-control","C57BR/cdJ-fluoxetine",0.0254096193357045,TRUE,FALSE
"FVB/NJ-control","C57BR/cdJ-fluoxetine",0.110700623511334,TRUE,FALSE
"PL/J-control","C57BR/cdJ-fluoxetine",0.00175601708299522,TRUE,FALSE
"AKR/J-fluoxetine","C57BR/cdJ-fluoxetine",0.00614531587047588,TRUE,FALSE
"BALB/cJ-fluoxetine","C57BR/cdJ-fluoxetine",4.8149281759203e-05,TRUE,FALSE
"DBA/2J-control","C57BR/cdJ-fluoxetine",7.83150873158086e-08,TRUE,FALSE
"BUB/BnJ-fluoxetine","C57BR/cdJ-fluoxetine",0.416338546519071,TRUE,FALSE
"SM/J-control","C57BR/cdJ-fluoxetine",0.0237592623233005,TRUE,FALSE
"LG/J-control","C57BR/cdJ-fluoxetine",0.00070340765649565,TRUE,FALSE
"SJL/J-control","C57BR/cdJ-fluoxetine",2.00565019490888e-06,TRUE,FALSE
"CE/J-control","C57BR/cdJ-fluoxetine",0.000724770785164321,TRUE,FALSE
"BTBR T+ tf/J-control","C57BR/cdJ-fluoxetine",0.0217220657772362,TRUE,FALSE
"RIIIS/J-control","C57BR/cdJ-fluoxetine",0.0296626938947776,TRUE,FALSE
"C57BL/6J-control","C57BR/cdJ-fluoxetine",2.22533802224839e-06,TRUE,FALSE
"MA/MyJ-control","C57BR/cdJ-fluoxetine",0.27513472083291,TRUE,FALSE
"NZW/LacJ-control","C57BR/cdJ-fluoxetine",1.1454991178561e-05,TRUE,FALSE
"NOD/ShiLtJ-control","C57BR/cdJ-fluoxetine",0.911067328203079,TRUE,FALSE
"C57BLKS/J-control","C57BR/cdJ-fluoxetine",7.81423753892729e-07,TRUE,FALSE
"A/J-control","C57BR/cdJ-fluoxetine",3.59693547046524e-09,TRUE,FALSE
"LP/J-control","C57BR/cdJ-fluoxetine",5.6856393281209e-05,TRUE,FALSE
"SWR/J-control","C57BR/cdJ-fluoxetine",2.71049284857665e-05,TRUE,FALSE
"P/J-control","C57BR/cdJ-fluoxetine",0.00346106180217914,TRUE,FALSE
"C57BL/6J-fluoxetine","C57BR/cdJ-fluoxetine",4.08253064592604e-05,TRUE,FALSE
"C57BLKS/J-fluoxetine","C57BR/cdJ-fluoxetine",1.98704389667322e-05,TRUE,FALSE
"A/J-fluoxetine","C57BR/cdJ-fluoxetine",6.09267546530247e-10,TRUE,FALSE
"NOR/LtJ-control","C57BR/cdJ-fluoxetine",0.379408961279888,TRUE,FALSE
"BUB/BnJ-control","C57BR/cdJ-fluoxetine",0.00232649460719419,TRUE,FALSE
"BALB/cJ-control","C57BR/cdJ-fluoxetine",0.000164900205288896,TRUE,FALSE
"I/LnJ-control","C57BR/cdJ-fluoxetine",0.0267404765349229,TRUE,FALSE
"AKR/J-control","C57BR/cdJ-fluoxetine",0.0177709979827537,TRUE,FALSE
"129S1/SvImJ-fluoxetine","C57BR/cdJ-fluoxetine",1.2354998787746e-08,TRUE,FALSE
"C3H/HeJ-fluoxetine","C57BR/cdJ-fluoxetine",8.62244437363308e-08,TRUE,FALSE
"NZB/BlNJ-control","C57BR/cdJ-fluoxetine",2.31450713919324e-06,TRUE,FALSE
"129S1/SvImJ-control","C57BR/cdJ-fluoxetine",3.69672676514998e-09,TRUE,FALSE
"C58/J-control","C57BR/cdJ-fluoxetine",0.0549142332018918,TRUE,FALSE
"129S1/SvImJ-control","C58/J-control",3.83361059011912e-06,TRUE,FALSE
"C57BL/6J-control","C58/J-control",0.00234816243927219,TRUE,FALSE
"BTBR T+ tf/J-control","C58/J-control",0.81523968284149,TRUE,FALSE
"A/J-control","C58/J-control",1.29455814243275e-06,TRUE,FALSE
"BALB/cJ-control","C58/J-control",0.0198059556704224,TRUE,FALSE
"AKR/J-control","C58/J-control",0.798517915849759,TRUE,FALSE
"C3H/HeJ-control","C58/J-control",0.000536231662886237,TRUE,FALSE
"C57BLKS/J-control","C58/J-control",0.000304297760368457,TRUE,FALSE
"C57BR/cdJ-control","C58/J-control",0.623006765603557,TRUE,FALSE
"BUB/BnJ-control","C58/J-control",0.249462768761444,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","C58/J-fluoxetine",0.205023855097248,TRUE,FALSE
"C3H/HeJ-control","C58/J-fluoxetine",0.00115629091874243,TRUE,FALSE
"A/J-control","C58/J-fluoxetine",0.000130427270875851,TRUE,FALSE
"C57BLKS/J-fluoxetine","C58/J-fluoxetine",0.00423044184390374,TRUE,FALSE
"CE/J-control","C58/J-fluoxetine",0.0459320747071589,TRUE,FALSE
"MA/MyJ-control","C58/J-fluoxetine",0.385143846729615,TRUE,FALSE
"A/J-fluoxetine","C58/J-fluoxetine",3.00444410685171e-05,TRUE,FALSE
"CBA/J-control","C58/J-fluoxetine",0.00117798582084172,TRUE,FALSE
"MRL/MpJ-control","C58/J-fluoxetine",0.0193839016426058,TRUE,FALSE
"SJL/J-control","C58/J-fluoxetine",0.00321192278918161,TRUE,FALSE
"FVB/NJ-control","C58/J-fluoxetine",0.278002178960201,TRUE,FALSE
"AKR/J-fluoxetine","C58/J-fluoxetine",0.100926706051051,TRUE,FALSE
"PL/J-control","C58/J-fluoxetine",0.0531268851319998,TRUE,FALSE
"BUB/BnJ-fluoxetine","C58/J-fluoxetine",0.446728726105626,TRUE,FALSE
"BALB/cJ-fluoxetine","C58/J-fluoxetine",0.00654011760616274,TRUE,FALSE
"P/J-control","C58/J-fluoxetine",0.0910821348487464,TRUE,FALSE
"NOD/ShiLtJ-control","C58/J-fluoxetine",0.666169818343686,TRUE,FALSE
"RIIIS/J-control","C58/J-fluoxetine",0.182575746123512,TRUE,FALSE
"C57BL/6J-fluoxetine","C58/J-fluoxetine",0.0144318857495664,TRUE,FALSE
"C57BR/cdJ-control","C58/J-fluoxetine",0.119627958372243,TRUE,FALSE
"129S1/SvImJ-control","C58/J-fluoxetine",7.41329966581945e-05,TRUE,FALSE
"NZW/LacJ-control","C58/J-fluoxetine",0.0100851989677781,TRUE,FALSE
"SM/J-control","C58/J-fluoxetine",0.183950255590249,TRUE,FALSE
"C57BL/6J-control","C58/J-fluoxetine",0.00395676619057078,TRUE,FALSE
"DBA/2J-control","C58/J-fluoxetine",0.000437547045885253,TRUE,FALSE
"NZB/BlNJ-control","C58/J-fluoxetine",0.00448476086150074,TRUE,FALSE
"C57BLKS/J-control","C58/J-fluoxetine",0.00252583711144113,TRUE,FALSE
"AKR/J-control","C58/J-fluoxetine",0.134920888595503,TRUE,FALSE
"BTBR T+ tf/J-control","C58/J-fluoxetine",0.139580618227903,TRUE,FALSE
"SWR/J-control","C58/J-fluoxetine",0.011277481420272,TRUE,FALSE
"129S1/SvImJ-fluoxetine","C58/J-fluoxetine",0.000212439200658336,TRUE,FALSE
"BALB/cJ-control","C58/J-fluoxetine",0.0122856399925328,TRUE,FALSE
"I/LnJ-control","C58/J-fluoxetine",0.149866888501503,TRUE,FALSE
"C58/J-control","C58/J-fluoxetine",0.186021515987758,TRUE,FALSE
"LP/J-control","C58/J-fluoxetine",0.0109362896044375,TRUE,FALSE
"C57BR/cdJ-fluoxetine","C58/J-fluoxetine",0.700654313092263,TRUE,FALSE
"BUB/BnJ-control","C58/J-fluoxetine",0.0712033223025149,TRUE,FALSE
"NOR/LtJ-control","C58/J-fluoxetine",0.462731300348265,TRUE,FALSE
"LG/J-control","C58/J-fluoxetine",0.042342148956243,TRUE,FALSE
"C3H/HeJ-fluoxetine","C58/J-fluoxetine",0.000954514582080249,TRUE,FALSE
"129S1/SvImJ-control","CBA/J-control",0.000786288211508161,TRUE,FALSE
"C57BL/6J-control","CBA/J-control",0.634810815273942,TRUE,FALSE
"BTBR T+ tf/J-control","CBA/J-control",0.00089088612802072,TRUE,FALSE
"BALB/cJ-control","CBA/J-control",0.786530463424958,TRUE,FALSE
"AKR/J-control","CBA/J-control",0.000567260288589859,TRUE,FALSE
"BUB/BnJ-control","CBA/J-control",0.0107476593765075,TRUE,FALSE
"C57BLKS/J-control","CBA/J-control",0.0990600878337281,TRUE,FALSE
"A/J-control","CBA/J-control",1.21925551615049e-05,TRUE,FALSE
"C58/J-control","CBA/J-control",0.00117104584419055,TRUE,FALSE
"C3H/HeJ-control","CBA/J-control",0.719779446060362,TRUE,FALSE
"C57BR/cdJ-control","CBA/J-control",8.88099678319958e-07,TRUE,FALSE
"BALB/cJ-fluoxetine","CBA/J-fluoxetine",0.0610399697207397,TRUE,FALSE
"C57BLKS/J-fluoxetine","CBA/J-fluoxetine",0.0432574798902422,TRUE,FALSE
"A/J-fluoxetine","CBA/J-fluoxetine",1.24611410030344e-08,TRUE,FALSE
"MA/MyJ-control","CBA/J-fluoxetine",0.000949554116558282,TRUE,FALSE
"MRL/MpJ-control","CBA/J-fluoxetine",0.826506732761005,TRUE,FALSE
"PL/J-control","CBA/J-fluoxetine",0.0892218645203678,TRUE,FALSE
"C57BR/cdJ-control","CBA/J-fluoxetine",0.00094111900188719,TRUE,FALSE
"AKR/J-fluoxetine","CBA/J-fluoxetine",0.0863933366831386,TRUE,FALSE
"BTBR T+ tf/J-fluoxetine","CBA/J-fluoxetine",0.034469216876467,TRUE,FALSE
"129S1/SvImJ-control","CBA/J-fluoxetine",7.24374114563285e-07,TRUE,FALSE
"LP/J-control","CBA/J-fluoxetine",0.0398986367401642,TRUE,FALSE
"C3H/HeJ-control","CBA/J-fluoxetine",0.00414177971920873,TRUE,FALSE
"NOD/ShiLtJ-control","CBA/J-fluoxetine",0.000241460712679784,TRUE,FALSE
"FVB/NJ-control","CBA/J-fluoxetine",0.00171390239535689,TRUE,FALSE
"CBA/J-control","CBA/J-fluoxetine",0.0102542334855641,TRUE,FALSE
"DBA/2J-control","CBA/J-fluoxetine",0.00721082968302712,TRUE,FALSE
"BUB/BnJ-fluoxetine","CBA/J-fluoxetine",0.0053671665976262,TRUE,FALSE
"C57BLKS/J-control","CBA/J-fluoxetine",0.000104659743090951,TRUE,FALSE
"C57BL/6J-fluoxetine","CBA/J-fluoxetine",0.0629087969021781,TRUE,FALSE
"AKR/J-control","CBA/J-fluoxetine",0.0716947995166967,TRUE,FALSE
"CE/J-control","CBA/J-fluoxetine",0.837653994851383,TRUE,FALSE
"RIIIS/J-control","CBA/J-fluoxetine",0.00380353098883534,TRUE,FALSE
"C3H/HeJ-fluoxetine","CBA/J-fluoxetine",0.00123482406830919,TRUE,FALSE
"C58/J-control","CBA/J-fluoxetine",0.0712033223025149,TRUE,FALSE
"A/J-control","CBA/J-fluoxetine",1.2354998787746e-08,TRUE,FALSE
"NZW/LacJ-control","CBA/J-fluoxetine",0.00871839380758463,TRUE,FALSE
"C58/J-fluoxetine","CBA/J-fluoxetine",0.0142924546084863,TRUE,FALSE
"C57BR/cdJ-fluoxetine","CBA/J-fluoxetine",8.09950741656126e-05,TRUE,FALSE
"I/LnJ-control","CBA/J-fluoxetine",0.00458720046621546,TRUE,FALSE
"SM/J-control","CBA/J-fluoxetine",0.00613867529547107,TRUE,FALSE
"NZB/BlNJ-control","CBA/J-fluoxetine",0.00504451103094245,TRUE,FALSE
"P/J-control","CBA/J-fluoxetine",0.0556077170335722,TRUE,FALSE
"BUB/BnJ-control","CBA/J-fluoxetine",0.630313472001915,TRUE,FALSE
"C57BL/6J-control","CBA/J-fluoxetine",0.0142204541168799,TRUE,FALSE
"BALB/cJ-control","CBA/J-fluoxetine",0.0692701465438365,TRUE,FALSE
"SWR/J-control","CBA/J-fluoxetine",0.474400225245078,TRUE,FALSE
"SJL/J-control","CBA/J-fluoxetine",0.00257454026992477,TRUE,FALSE
"BTBR T+ tf/J-control","CBA/J-fluoxetine",0.0859763139128058,TRUE,FALSE
"129S1/SvImJ-fluoxetine","CBA/J-fluoxetine",2.19449019546709e-07,TRUE,FALSE
"NOR/LtJ-control","CBA/J-fluoxetine",0.000478304946236972,TRUE,FALSE
"LG/J-control","CBA/J-fluoxetine",0.308490088388859,TRUE,FALSE
"CBA/J-control","CE/J-control",0.0124033327518487,TRUE,FALSE
"C57BLKS/J-control","CE/J-control",0.000129338911918322,TRUE,FALSE
"BUB/BnJ-control","CE/J-control",0.790369758896928,TRUE,FALSE
"C57BL/6J-control","CE/J-control",0.0106093272729124,TRUE,FALSE
"AKR/J-control","CE/J-control",0.143581240325666,TRUE,FALSE
"129S1/SvImJ-control","CE/J-control",3.37608450082102e-06,TRUE,FALSE
"BTBR T+ tf/J-control","CE/J-control",0.168410047793358,TRUE,FALSE
